ID,SETUP,PUNCH,PIADA,len_setup,len_punch,len_piadas,ratio_setup_punch,setup_limpo,punch_limpo,n_palavras_setup,n_palavras_punch,carac_nao_alfab_setup,carac_nao_alfab_punch,tem_pergunta,tem_dialogo,diversidade_lexical
401,"O Manuel estava a tentar consertar o micro-ondas. A Maria chega e pergunta: - Ó Manuel, já consertaste o micro-ondas?"," - Ainda não, Maria, ele aquece, mas agora toca música!","O Manuel estava a tentar consertar o micro-ondas. A Maria chega e pergunta: - Ó Manuel, já consertaste o micro-ondas? - Ainda não, Maria, ele aquece, mas agora toca música!",117,55,172,2.0892857142857144,o manuel estava a tentar consertar o micro-ondas. a maria chega e pergunta - o manuel ja consertaste o micro-ondas?,- ainda nao maria ele aquece mas agora toca musica!,20,10,5,2,True,True,0.7142857142857143
402,"O português vai ao médico e reclama: - Doutor, acho que estou com dor de estômago! - Dor de estômago, senhor?"," - Sim, toda vez que como, a carteira reclama!","O português vai ao médico e reclama: - Doutor, acho que estou com dor de estômago! - Dor de estômago, senhor? - Sim, toda vez que como, a carteira reclama!",109,46,155,2.3191489361702127,o portugues vai ao medico e reclama - doutor acho que estou com dor de estomago! - dor de estomago senhor?,- sim toda vez que como a carteira reclama!,21,9,4,2,True,True,0.8181818181818182
403,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um telescópio! - E já viste as estrelas, Joaquim?"," - Vi, mas agora estou com dor no pescoço de tanto olhar para cima!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um telescópio! - E já viste as estrelas, Joaquim? - Vi, mas agora estou com dor no pescoço de tanto olhar para cima!",115,67,182,1.6911764705882353,o joaquim estava a contar para o manuel - sabes manuel comprei um telescopio! - e ja viste as estrelas joaquim?,- vi mas agora estou com dor no pescoco de tanto olhar para cima!,21,14,4,2,True,True,0.8181818181818182
404,"O português entra numa farmácia e pergunta: - Ó senhor, tem remédio para falta de energia? - Tem sim, senhor."," - Ótimo, porque estou sem energia para pagar as contas!","O português entra numa farmácia e pergunta: - Ó senhor, tem remédio para falta de energia? - Tem sim, senhor. - Ótimo, porque estou sem energia para pagar as contas!",109,56,165,1.912280701754386,o portugues entra numa farmacia e pergunta - o senhor tem remedio para falta de energia? - tem sim senhor.,- otimo porque estou sem energia para pagar as contas!,20,10,4,2,True,True,0.8095238095238095
405,"O Manuel estava a tentar aprender a jogar xadrez. A Maria chega e pergunta: - Ó Manuel, já aprendeste a jogar?"," - Ainda não, Maria, mas já sei comer as peças!","O Manuel estava a tentar aprender a jogar xadrez. A Maria chega e pergunta: - Ó Manuel, já aprendeste a jogar? - Ainda não, Maria, mas já sei comer as peças!",110,47,157,2.2916666666666665,o manuel estava a tentar aprender a jogar xadrez. a maria chega e pergunta - o manuel ja aprendeste a jogar?,- ainda nao maria mas ja sei comer as pecas!,21,10,3,2,True,True,0.7272727272727273
406,"O português vai ao restaurante e pergunta: - Ó garçom, este prato é saudável? - Saudável, senhor."," - Então traz dois, que eu quero viver muito!","O português vai ao restaurante e pergunta: - Ó garçom, este prato é saudável? - Saudável, senhor. - Então traz dois, que eu quero viver muito!",97,45,142,2.108695652173913,o portugues vai ao restaurante e pergunta - o garcom este prato e saudavel? - saudavel senhor.,- entao traz dois que eu quero viver muito!,17,9,4,2,True,True,0.7777777777777778
407,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a uma academia! - E fizeste exercício, Joaquim?"," - Fiz, mas agora os meus músculos estão em greve!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a uma academia! - E fizeste exercício, Joaquim? - Fiz, mas agora os meus músculos estão em greve!",115,50,165,2.2549019607843137,o joaquim estava a contar para o manuel - sabes manuel ontem fui a uma academia! - e fizeste exercicio joaquim?,- fiz mas agora os meus musculos estao em greve!,21,10,4,2,True,True,0.7727272727272727
408,"O português entra numa loja de celulares e pergunta: - Ó senhor, este telemóvel faz videochamadas? - Faz sim, senhor. - E faz chamadas para o passado? - Não, senhor."," - Então não presta, que eu quero falar com o meu eu mais rico!","O português entra numa loja de celulares e pergunta: - Ó senhor, este telemóvel faz videochamadas? - Faz sim, senhor. - E faz chamadas para o passado? - Não, senhor. - Então não presta, que eu quero falar com o meu eu mais rico!",165,63,228,2.578125,o portugues entra numa loja de celulares e pergunta - o senhor este telemovel faz videochamadas? - faz sim senhor. - e faz chamadas para o passado? - nao senhor.,- entao nao presta que eu quero falar com o meu eu mais rico!,30,14,8,2,True,True,0.6774193548387096
409,"O Manuel estava a tentar consertar a geladeira. A Maria chega e pergunta: - Ó Manuel, já consertaste a geladeira?"," - Ainda não, Maria, ela gela, mas agora faz barulho de motor!","O Manuel estava a tentar consertar a geladeira. A Maria chega e pergunta: - Ó Manuel, já consertaste a geladeira? - Ainda não, Maria, ela gela, mas agora faz barulho de motor!",113,62,175,1.7936507936507937,o manuel estava a tentar consertar a geladeira. a maria chega e pergunta - o manuel ja consertaste a geladeira?,- ainda nao maria ela gela mas agora faz barulho de motor!,20,12,3,2,True,True,0.7142857142857143
410,"O português vai ao dentista e pergunta: - Ó doutor, posso escovar os dentes com qualquer pasta? - Pode, senhor, desde que seja pasta de dente.", - Pasta de dente? Eu estava a usar pasta de amendoim!,"O português vai ao dentista e pergunta: - Ó doutor, posso escovar os dentes com qualquer pasta? - Pode, senhor, desde que seja pasta de dente. - Pasta de dente? Eu estava a usar pasta de amendoim!",142,54,196,2.581818181818182,o portugues vai ao dentista e pergunta - o doutor posso escovar os dentes com qualquer pasta? - pode senhor desde que seja pasta de dente.,- pasta de dente? eu estava a usar pasta de amendoim!,26,11,4,3,True,True,0.8888888888888888
411,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei uma impressora 3D! - E o que imprimiste, Joaquim?"," - Um prato, mas agora não sei como comer ele!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei uma impressora 3D! - E o que imprimiste, Joaquim? - Um prato, mas agora não sei como comer ele!",115,46,161,2.4468085106382977,o joaquim estava a contar para o manuel - sabes manuel comprei uma impressora 3d! - e o que imprimiste joaquim?,- um prato mas agora nao sei como comer ele!,21,10,5,2,True,True,0.7727272727272727
412,"O português entra numa loja de esportes e pergunta: - Ó senhor, tem bicicleta que não cansa? - Não, senhor, mas temos uma que ajuda a pedalar!"," - Então não quero, que eu já estou cansado de pedalar a vida!","O português entra numa loja de esportes e pergunta: - Ó senhor, tem bicicleta que não cansa? - Não, senhor, mas temos uma que ajuda a pedalar! - Então não quero, que eu já estou cansado de pedalar a vida!",142,62,204,2.253968253968254,o portugues entra numa loja de esportes e pergunta - o senhor tem bicicleta que nao cansa? - nao senhor mas temos uma que ajuda a pedalar!,- entao nao quero que eu ja estou cansado de pedalar a vida!,27,13,4,2,True,True,0.7857142857142857
413,"O Manuel estava a tentar aprender a fazer malabarismo. A Maria chega e pergunta: - Ó Manuel, já aprendeste a fazer malabarismo?"," - Quase, Maria, só falta aprender a não deixar as bolas caírem!","O Manuel estava a tentar aprender a fazer malabarismo. A Maria chega e pergunta: - Ó Manuel, já aprendeste a fazer malabarismo? - Quase, Maria, só falta aprender a não deixar as bolas caírem!",127,64,191,1.9538461538461538,o manuel estava a tentar aprender a fazer malabarismo. a maria chega e pergunta - o manuel ja aprendeste a fazer malabarismo?,- quase maria so falta aprender a nao deixar as bolas cairem!,22,12,3,2,True,True,0.6956521739130435
414,"O português vai ao médico e reclama: - Doutor, acho que estou com alergia a trabalho! - Alergia a trabalho, senhor?"," - Sim, toda vez que penso em trabalhar, fico com sono!","O português vai ao médico e reclama: - Doutor, acho que estou com alergia a trabalho! - Alergia a trabalho, senhor? - Sim, toda vez que penso em trabalhar, fico com sono!",115,55,170,2.0535714285714284,o portugues vai ao medico e reclama - doutor acho que estou com alergia a trabalho! - alergia a trabalho senhor?,- sim toda vez que penso em trabalhar fico com sono!,21,11,4,2,True,True,0.8181818181818182
415,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a um aquário! - E viste muitos peixes, Joaquim?"," - Vi, mas eles nadam melhor que eu!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a um aquário! - E viste muitos peixes, Joaquim? - Vi, mas eles nadam melhor que eu!",115,36,151,3.108108108108108,o joaquim estava a contar para o manuel - sabes manuel ontem fui a um aquario! - e viste muitos peixes joaquim?,- vi mas eles nadam melhor que eu!,22,8,4,2,True,True,0.782608695652174
416,"O português entra numa padaria e pergunta: - Ó senhor, este pão é caseiro? - Caseiro, senhor.", - Então por que não está na minha casa?,"O português entra numa padaria e pergunta: - Ó senhor, este pão é caseiro? - Caseiro, senhor. - Então por que não está na minha casa?",93,40,133,2.268292682926829,o portugues entra numa padaria e pergunta - o senhor este pao e caseiro? - caseiro senhor.,- entao por que nao esta na minha casa?,17,9,4,2,True,True,0.7777777777777778
417,"O Manuel estava a tentar consertar o ar-condicionado. A Maria chega e pergunta: - Ó Manuel, já consertaste o ar-condicionado?"," - Ainda não, Maria, ele esfria, mas agora faz barulho de tempestade!","O Manuel estava a tentar consertar o ar-condicionado. A Maria chega e pergunta: - Ó Manuel, já consertaste o ar-condicionado? - Ainda não, Maria, ele esfria, mas agora faz barulho de tempestade!",125,69,194,1.7857142857142858,o manuel estava a tentar consertar o ar-condicionado. a maria chega e pergunta - o manuel ja consertaste o ar-condicionado?,- ainda nao maria ele esfria mas agora faz barulho de tempestade!,20,12,5,2,True,True,0.7142857142857143
418,"O português vai ao banco e pergunta: - Ó senhor, posso guardar meu dinheiro aqui? - Pode, senhor, mas precisa abrir uma conta."," - Abrir uma conta? Eu só quero guardar, não gastar!","O português vai ao banco e pergunta: - Ó senhor, posso guardar meu dinheiro aqui? - Pode, senhor, mas precisa abrir uma conta. - Abrir uma conta? Eu só quero guardar, não gastar!",126,52,178,2.3773584905660377,o portugues vai ao banco e pergunta - o senhor posso guardar meu dinheiro aqui? - pode senhor mas precisa abrir uma conta.,- abrir uma conta? eu so quero guardar nao gastar!,23,10,4,3,True,True,0.8333333333333334
419,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um drone novo! - E já voaste, Joaquim?"," - Voar, voei, mas agora estou a procurar onde ele aterrou!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um drone novo! - E já voaste, Joaquim? - Voar, voei, mas agora estou a procurar onde ele aterrou!",104,59,163,1.7333333333333334,o joaquim estava a contar para o manuel - sabes manuel comprei um drone novo! - e ja voaste joaquim?,- voar voei mas agora estou a procurar onde ele aterrou!,20,11,4,2,True,True,0.8095238095238095
420,"O português entra numa loja de óculos e pergunta: - Ó senhor, tem óculos para ver melhor à noite? - Tem sim, senhor."," - Ótimo, porque à noite eu não vejo o que devo na carteira!","O português entra numa loja de óculos e pergunta: - Ó senhor, tem óculos para ver melhor à noite? - Tem sim, senhor. - Ótimo, porque à noite eu não vejo o que devo na carteira!",116,60,176,1.901639344262295,o portugues entra numa loja de oculos e pergunta - o senhor tem oculos para ver melhor a noite? - tem sim senhor.,- otimo porque a noite eu nao vejo o que devo na carteira!,23,13,4,2,True,True,0.7916666666666666
421,"O Manuel estava a tentar aprender a tocar violão. A Maria chega e pergunta: - Ó Manuel, já aprendeste a tocar?"," - Ainda não, Maria, mas já sei fazer as cordas gritarem!","O Manuel estava a tentar aprender a tocar violão. A Maria chega e pergunta: - Ó Manuel, já aprendeste a tocar? - Ainda não, Maria, mas já sei fazer as cordas gritarem!",110,57,167,1.896551724137931,o manuel estava a tentar aprender a tocar violao. a maria chega e pergunta - o manuel ja aprendeste a tocar?,- ainda nao maria mas ja sei fazer as cordas gritarem!,21,11,3,2,True,True,0.7272727272727273
422,"O português vai ao médico e reclama: - Doutor, acho que estou com insônia crônica! - Insônia crônica, senhor?"," - Sim, não durmo desde que vi o saldo da minha conta!","O português vai ao médico e reclama: - Doutor, acho que estou com insônia crônica! - Insônia crônica, senhor? - Sim, não durmo desde que vi o saldo da minha conta!",109,54,163,1.981818181818182,o portugues vai ao medico e reclama - doutor acho que estou com insonia cronica! - insonia cronica senhor?,- sim nao durmo desde que vi o saldo da minha conta!,19,12,4,2,True,True,0.85
423,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a um parque aquático! - E gostaste, Joaquim?"," - Gostei, mas saí mais molhado que o meu orçamento!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem fui a um parque aquático! - E gostaste, Joaquim? - Gostei, mas saí mais molhado que o meu orçamento!",112,52,164,2.1132075471698113,o joaquim estava a contar para o manuel - sabes manuel ontem fui a um parque aquatico! - e gostaste joaquim?,- gostei mas sai mais molhado que o meu orcamento!,21,10,4,2,True,True,0.7727272727272727
424,"O português entra numa livraria e pergunta: - Ó senhor, tem livro para ficar rico? - Tem sim, senhor."," - Ótimo, mas tem algum que não precise ler?","O português entra numa livraria e pergunta: - Ó senhor, tem livro para ficar rico? - Tem sim, senhor. - Ótimo, mas tem algum que não precise ler?",101,44,145,2.2444444444444445,o portugues entra numa livraria e pergunta - o senhor tem livro para ficar rico? - tem sim senhor.,- otimo mas tem algum que nao precise ler?,19,9,4,2,True,True,0.8
425,"O Manuel estava a tentar consertar o liquidificador. A Maria chega e pergunta: - Ó Manuel, já consertaste o liquidificador?"," - Ainda não, Maria, ele mistura, mas agora dança também!","O Manuel estava a tentar consertar o liquidificador. A Maria chega e pergunta: - Ó Manuel, já consertaste o liquidificador? - Ainda não, Maria, ele mistura, mas agora dança também!",123,57,180,2.1206896551724137,o manuel estava a tentar consertar o liquidificador. a maria chega e pergunta - o manuel ja consertaste o liquidificador?,- ainda nao maria ele mistura mas agora danca tambem!,20,10,3,2,True,True,0.7142857142857143
